American Indian Precision,American Indian Recall,American Indian AUC,American Indian FPR,American Indian FNR,American Indian Selection Rate,Asian Precision,Asian Recall,Asian AUC,Asian FPR,Asian FNR,Asian Selection Rate,Black Precision,Black Recall,Black AUC,Black FPR,Black FNR,Black Selection Rate,Other Race Precision,Other Race Recall,Other Race AUC,Other Race FPR,Other Race FNR,Other Race Selection Rate,Pacific Islander Precision,Pacific Islander Recall,Pacific Islander AUC,Pacific Islander FPR,Pacific Islander FNR,Pacific Islander Selection Rate,White Precision,White Recall,White AUC,White FPR,White FNR,White Selection Rate,Female Precision,Female Recall,Female AUC,Female FPR,Female FNR,Female Selection Rate,Male Precision,Male Recall,Male AUC,Male FPR,Male FNR,Male Selection Rate,Other Sex Precision,Other Sex Recall,Other Sex AUC,Other Sex FPR,Other Sex FNR,Other Sex Selection Rate,Income 0 Precision,Income 0 Recall,Income 0 AUC,Income 0 FPR,Income 0 FNR,Income 0 Selection Rate,Income 25000 Precision,Income 25000 Recall,Income 25000 AUC,Income 25000 FPR,Income 25000 FNR,Income 25000 Selection Rate,Income 50000 Precision,Income 50000 Recall,Income 50000 AUC,Income 50000 FPR,Income 50000 FNR,Income 50000 Selection Rate,Income 75000 Precision,Income 75000 Recall,Income 75000 AUC,Income 75000 FPR,Income 75000 FNR,Income 75000 Selection Rate,Income 100000 Precision,Income 100000 Recall,Income 100000 AUC,Income 100000 FPR,Income 100000 FNR,Income 100000 Selection Rate,Income 150000 Precision,Income 150000 Recall,Income 150000 AUC,Income 150000 FPR,Income 150000 FNR,Income 150000 Selection Rate,Income 200000 Precision,Income 200000 Recall,Income 200000 AUC,Income 200000 FPR,Income 200000 FNR,Income 200000 Selection Rate
0.5882,0.9709,0.5027,0.9655,0.0291,0.9687,0.6433,0.5401,0.5611,0.4179,0.4599,0.4891,0.5643,0.9747,0.5098,0.9551,0.0253,0.9661,0.5958,0.9293,0.4853,0.9587,0.0707,0.941,0.6374,0.559,0.5354,0.4882,0.441,0.5311,0.5,0.0498,0.4906,0.0685,0.9502,0.0576,0.6326,0.6767,0.5121,0.6525,0.3233,0.6676,0.6127,0.4579,0.5353,0.3873,0.5421,0.4277,0.5567,0.8837,0.4978,0.8881,0.1163,0.8856,0.6122,0.5882,0.583,0.4222,0.4118,0.5104,0.5,0.1311,0.4839,0.1633,0.8689,0.1455,0.6421,0.537,0.5236,0.4899,0.463,0.5192,0.5968,0.6271,0.5087,0.6098,0.3729,0.62,0.5826,0.9735,0.5021,0.9693,0.0265,0.9718,0.5538,0.766,0.5293,0.7073,0.234,0.7386,0.6462,0.7778,0.5179,0.7419,0.2222,0.7647
0.5589,0.9391,0.4986,0.9419,0.0609,0.9403,0.5597,0.4785,0.512,0.4545,0.5215,0.4676,0.6116,0.9662,0.5127,0.9407,0.0338,0.9561,0.5666,0.9651,0.4978,0.9695,0.0349,0.967,0.6644,0.5419,0.5651,0.4118,0.4581,0.4899,0.5789,0.0524,0.5004,0.0516,0.9476,0.0521,0.5824,0.6935,0.5405,0.6126,0.3065,0.6573,0.6109,0.4324,0.5148,0.4028,0.5676,0.4204,0.577,0.8521,0.4942,0.8636,0.1479,0.8569,0.4737,0.4,0.5077,0.3846,0.6,0.3918,0.4583,0.1134,0.4683,0.1769,0.8866,0.1408,0.6234,0.5106,0.552,0.4065,0.4894,0.4657,0.5522,0.6066,0.4699,0.6667,0.3934,0.6321,0.5823,0.9575,0.4991,0.9594,0.0425,0.9583,0.6712,0.8305,0.5153,0.8,0.1695,0.8202,0.6024,0.7937,0.4944,0.8049,0.2063,0.7981
0.5552,0.9409,0.4923,0.9562,0.0591,0.9477,0.6471,0.513,0.5535,0.406,0.487,0.4693,0.6037,0.9701,0.5179,0.9343,0.0299,0.9556,0.5952,0.9399,0.4865,0.9669,0.0601,0.9507,0.6053,0.4946,0.5148,0.4651,0.5054,0.4825,0.6154,0.0731,0.4995,0.0741,0.9269,0.0734,0.6094,0.6508,0.4893,0.6721,0.3492,0.6589,0.5724,0.4312,0.5068,0.4175,0.5688,0.4252,0.5944,0.8458,0.4948,0.8561,0.1542,0.8499,0.5581,0.4615,0.5197,0.4222,0.5385,0.4433,0.6364,0.1407,0.5069,0.127,0.8593,0.1354,0.6225,0.4968,0.5213,0.4541,0.5032,0.4798,0.5385,0.4308,0.3725,0.6857,0.5692,0.52,0.5916,0.9868,0.5105,0.9657,0.0132,0.9781,0.6027,0.8,0.5375,0.725,0.2,0.7684,0.5522,0.7872,0.5278,0.7317,0.2128,0.7614
0.5845,0.9189,0.4793,0.9603,0.0811,0.9357,0.5749,0.5217,0.4998,0.5221,0.4783,0.5219,0.5505,0.9494,0.4989,0.9517,0.0506,0.9505,0.5586,0.9257,0.5057,0.9143,0.0743,0.9206,0.6514,0.5969,0.5544,0.488,0.4031,0.5538,0.6774,0.1088,0.5232,0.0625,0.8912,0.0878,0.5858,0.6995,0.5158,0.6679,0.3005,0.686,0.5623,0.4213,0.4964,0.4286,0.5787,0.4245,0.5857,0.8756,0.5214,0.8328,0.1244,0.8573,0.6111,0.4853,0.5239,0.4375,0.5147,0.4655,0.7143,0.1759,0.539,0.0979,0.8241,0.1433,0.6085,0.5836,0.5299,0.5238,0.4164,0.5586,0.5179,0.5273,0.4824,0.5625,0.4727,0.5437,0.5601,0.9754,0.5002,0.9749,0.0246,0.9752,0.6207,0.806,0.5443,0.7174,0.194,0.7699,0.5647,0.8727,0.5061,0.8605,0.1273,0.8673
0.5566,0.9529,0.5026,0.9477,0.0471,0.9506,0.5989,0.5744,0.5405,0.4934,0.4256,0.5389,0.6204,0.9821,0.5192,0.9437,0.0179,0.9671,0.5966,0.9505,0.4997,0.9512,0.0495,0.9508,0.55,0.4783,0.4764,0.5255,0.5217,0.4984,0.2778,0.026,0.4614,0.1032,0.974,0.0566,0.5795,0.6806,0.4985,0.6837,0.3194,0.6819,0.5868,0.4471,0.5048,0.4375,0.5529,0.4431,0.5852,0.8717,0.4939,0.8839,0.1283,0.8767,0.5106,0.3871,0.454,0.4792,0.6129,0.4273,0.5741,0.1649,0.4858,0.1933,0.8351,0.1759,0.5652,0.5342,0.5107,0.5128,0.4658,0.5247,0.6,0.6923,0.5535,0.5854,0.3077,0.6452,0.5884,0.9604,0.4914,0.9776,0.0396,0.9674,0.5875,0.8246,0.4781,0.8684,0.1754,0.8421,0.6364,0.7903,0.5537,0.6829,0.2097,0.7476
0.6176,0.9545,0.4993,0.9559,0.0455,0.9551,0.5163,0.4897,0.4702,0.5494,0.5103,0.5169,0.5848,0.9185,0.4868,0.9449,0.0815,0.9293,0.5372,0.9121,0.4887,0.9346,0.0879,0.9224,0.5871,0.4973,0.4906,0.5161,0.5027,0.5049,0.6667,0.0686,0.5076,0.0534,0.9314,0.0627,0.5948,0.6699,0.4894,0.6912,0.3301,0.6784,0.5351,0.401,0.4641,0.4728,0.599,0.4315,0.5776,0.868,0.5108,0.8464,0.132,0.8587,0.5962,0.4493,0.4554,0.5385,0.5507,0.4815,0.5652,0.134,0.4956,0.1429,0.866,0.1377,0.5607,0.5032,0.4819,0.5395,0.4968,0.5185,0.4545,0.5208,0.3758,0.7692,0.4792,0.6322,0.584,0.9675,0.5063,0.955,0.0325,0.9623,0.5753,0.75,0.4444,0.8611,0.25,0.7935,0.6026,0.8246,0.5248,0.775,0.1754,0.8041
0.592,0.9554,0.4923,0.9708,0.0446,0.9617,0.5266,0.5028,0.4917,0.5195,0.4972,0.5106,0.5566,0.9733,0.5001,0.9732,0.0267,0.9732,0.5871,0.9239,0.4807,0.9624,0.0761,0.9394,0.5879,0.5632,0.5175,0.5282,0.4368,0.5482,0.6957,0.0812,0.5147,0.0519,0.9188,0.0693,0.5928,0.7038,0.518,0.6678,0.2962,0.6887,0.5805,0.447,0.5003,0.4464,0.553,0.4468,0.5579,0.8641,0.4884,0.8873,0.1359,0.8742,0.6182,0.5,0.4939,0.5122,0.5,0.5046,0.75,0.1452,0.532,0.0811,0.8548,0.1212,0.5514,0.5514,0.5028,0.5458,0.4486,0.5489,0.6182,0.5965,0.5145,0.5676,0.4035,0.5851,0.5767,0.9723,0.5093,0.9537,0.0277,0.9643,0.5904,0.7538,0.5152,0.7234,0.2462,0.7411,0.5,0.8776,0.5088,0.86,0.1224,0.8687
0.59,0.9672,0.5141,0.9389,0.0328,0.9554,0.6235,0.5196,0.5391,0.4414,0.4804,0.4871,0.5971,0.945,0.4932,0.9586,0.055,0.9504,0.5645,0.9669,0.5013,0.9643,0.0331,0.9657,0.6494,0.5256,0.4905,0.5446,0.4744,0.5321,0.3333,0.0316,0.4717,0.0882,0.9684,0.0552,0.5902,0.6774,0.524,0.6295,0.3226,0.6569,0.5973,0.4342,0.4902,0.4538,0.5658,0.4419,0.5963,0.8558,0.4832,0.8893,0.1442,0.869,0.625,0.5,0.5407,0.4186,0.5,0.466,0.5962,0.1535,0.4953,0.1628,0.8465,0.1571,0.6354,0.5463,0.517,0.5122,0.4537,0.5333,0.5185,0.5283,0.4546,0.619,0.4717,0.5684,0.5857,0.9771,0.4983,0.9805,0.0229,0.9785,0.5432,0.8,0.5224,0.7551,0.2,0.7788,0.6154,0.8163,0.5294,0.7576,0.1837,0.7927
0.5473,0.9686,0.5001,0.9684,0.0314,0.9685,0.5986,0.4444,0.5004,0.4436,0.5556,0.4441,0.6195,0.9471,0.5117,0.9237,0.0529,0.9381,0.6255,0.9451,0.5001,0.945,0.0549,0.945,0.5266,0.4925,0.4699,0.5528,0.5075,0.5193,0.4375,0.0368,0.4858,0.0652,0.9632,0.0488,0.5714,0.6632,0.4941,0.675,0.3368,0.6682,0.6081,0.4225,0.5034,0.4158,0.5775,0.4199,0.5798,0.8681,0.5116,0.845,0.1319,0.8583,0.6,0.4286,0.5198,0.3889,0.5714,0.4118,0.5789,0.1196,0.4931,0.1333,0.8804,0.125,0.5612,0.4853,0.4897,0.5059,0.5147,0.4941,0.5682,0.5682,0.4962,0.5758,0.4318,0.5714,0.5917,0.9772,0.505,0.9673,0.0228,0.9732,0.5976,0.8448,0.5474,0.75,0.1552,0.8039,0.5781,0.6607,0.4554,0.75,0.3393,0.6957
0.5757,0.9459,0.488,0.9699,0.0541,0.956,0.6167,0.5139,0.5206,0.4726,0.4861,0.4972,0.6021,0.9607,0.5055,0.9496,0.0393,0.9562,0.5643,0.9524,0.4868,0.9789,0.0476,0.9637,0.575,0.4718,0.4859,0.5,0.5282,0.4834,0.6957,0.0842,0.5216,0.0409,0.9158,0.0637,0.5938,0.6562,0.5343,0.5876,0.3438,0.6265,0.6028,0.4271,0.5062,0.4148,0.5729,0.4222,0.5732,0.869,0.5114,0.8462,0.131,0.8591,0.4894,0.4182,0.4538,0.5106,0.5818,0.4608,0.5135,0.1086,0.4984,0.1118,0.8914,0.1101,0.5785,0.5119,0.5071,0.4977,0.4881,0.5058,0.6333,0.5278,0.502,0.5238,0.4722,0.5263,0.5994,0.9532,0.4935,0.9662,0.0468,0.9584,0.5663,0.8545,0.4987,0.8571,0.1455,0.8557,0.5735,0.75,0.4934,0.7632,0.25,0.7556
0.5789,0.9519,0.496,0.96,0.0481,0.9553,0.5896,0.534,0.5041,0.5259,0.466,0.5307,0.5916,0.961,0.4948,0.9714,0.039,0.9652,0.5392,0.9372,0.4844,0.9684,0.0628,0.9513,0.5776,0.5671,0.5115,0.544,0.4329,0.5571,0.55,0.057,0.4964,0.0643,0.943,0.0601,0.5832,0.6873,0.4914,0.7046,0.3127,0.6944,0.5548,0.4613,0.4905,0.4803,0.5387,0.4696,0.5744,0.8682,0.5018,0.8646,0.1318,0.8667,0.6765,0.371,0.5188,0.3333,0.629,0.3579,0.5517,0.1711,0.4927,0.1857,0.8289,0.1774,0.5632,0.5571,0.482,0.5931,0.4429,0.5723,0.6364,0.5738,0.5305,0.5128,0.4262,0.55,0.5611,0.9798,0.4942,0.9913,0.0202,0.9848,0.6667,0.8824,0.6003,0.6818,0.1176,0.8036,0.5429,0.7755,0.5241,0.7273,0.2245,0.7527
0.5861,0.9557,0.4954,0.9648,0.0443,0.9594,0.5689,0.4774,0.4596,0.5581,0.5226,0.5091,0.5657,0.9391,0.5115,0.9161,0.0609,0.929,0.6187,0.9609,0.5072,0.9464,0.0391,0.9553,0.6582,0.5073,0.5427,0.4219,0.4927,0.4745,0.5417,0.0637,0.4944,0.0748,0.9363,0.0684,0.5933,0.6685,0.4969,0.6746,0.3315,0.6709,0.5588,0.4111,0.4878,0.4355,0.5889,0.4215,0.6132,0.86,0.4977,0.8645,0.14,0.8618,0.5238,0.4231,0.4988,0.4255,0.5769,0.4242,0.7069,0.1934,0.5318,0.1298,0.8066,0.1691,0.5929,0.484,0.4805,0.5229,0.516,0.4991,0.5472,0.5686,0.5176,0.5333,0.4314,0.5521,0.5943,0.9881,0.5111,0.966,0.0119,0.979,0.6056,0.7963,0.5481,0.7,0.2037,0.7553,0.5679,0.8519,0.4654,0.9211,0.1481,0.8804
0.6138,0.9716,0.4971,0.9773,0.0284,0.9738,0.6199,0.4977,0.52,0.4577,0.5023,0.4817,0.5541,0.9883,0.5316,0.9252,0.0117,0.9591,0.5692,0.9378,0.4796,0.9786,0.0622,0.955,0.6209,0.508,0.4974,0.5133,0.492,0.51,0.5294,0.0457,0.4969,0.0519,0.9543,0.0484,0.595,0.6516,0.4944,0.6629,0.3484,0.6562,0.5486,0.4136,0.4811,0.4514,0.5864,0.4299,0.6056,0.8875,0.5298,0.8278,0.1125,0.863,0.5714,0.4615,0.5165,0.4286,0.5385,0.4468,0.5652,0.1368,0.5009,0.1351,0.8632,0.1361,0.6135,0.5274,0.5114,0.5046,0.4726,0.5184,0.5968,0.6066,0.4828,0.641,0.3934,0.62,0.5822,0.9789,0.5024,0.974,0.0211,0.9769,0.5696,0.7627,0.486,0.7907,0.2373,0.7745,0.6087,0.7636,0.4599,0.8438,0.2364,0.7931
0.607,0.9453,0.5067,0.9318,0.0547,0.9399,0.6667,0.5156,0.5099,0.4957,0.4844,0.5088,0.5858,0.9731,0.516,0.9412,0.0269,0.9596,0.6246,0.9507,0.5187,0.9134,0.0493,0.9364,0.64,0.5026,0.5336,0.4355,0.4974,0.4762,0.5185,0.0725,0.4969,0.0788,0.9275,0.0754,0.5954,0.6962,0.5246,0.6471,0.3038,0.6755,0.6081,0.4039,0.5122,0.3794,0.5961,0.3939,0.6359,0.8774,0.5156,0.8462,0.1226,0.8658,0.6585,0.4821,0.582,0.3182,0.5179,0.41,0.6279,0.1492,0.5205,0.1081,0.8508,0.1307,0.6458,0.5314,0.5205,0.4904,0.4686,0.5161,0.6364,0.6364,0.5024,0.6316,0.3636,0.6346,0.6069,0.9633,0.4977,0.968,0.0367,0.9651,0.5867,0.8462,0.5256,0.7949,0.1538,0.8242,0.5714,0.7586,0.4956,0.7674,0.2414,0.7624
0.6108,0.9668,0.5019,0.963,0.0332,0.9653,0.5595,0.4455,0.4585,0.5286,0.5545,0.4786,0.5149,0.9774,0.5007,0.976,0.0226,0.9767,0.5621,0.9645,0.5187,0.927,0.0355,0.9477,0.6625,0.53,0.5322,0.4655,0.47,0.5063,0.6,0.0758,0.5019,0.0719,0.9242,0.0742,0.56,0.6756,0.5089,0.6578,0.3244,0.6677,0.5796,0.4344,0.4736,0.4871,0.5656,0.4551,0.5847,0.8583,0.494,0.8702,0.1417,0.8632,0.5122,0.3889,0.4242,0.5405,0.6111,0.4505,0.5,0.1017,0.4837,0.1343,0.8983,0.1158,0.588,0.5285,0.5077,0.5132,0.4715,0.5221,0.6377,0.6769,0.5006,0.6757,0.3231,0.6765,0.5704,0.9556,0.4874,0.9809,0.0444,0.9663,0.6145,0.8095,0.5048,0.8,0.1905,0.8058,0.5422,0.7143,0.4253,0.8636,0.2857,0.7757
0.5923,0.966,0.5006,0.9648,0.034,0.9655,0.6025,0.5215,0.5289,0.4638,0.4785,0.4969,0.571,0.9391,0.5093,0.9205,0.0609,0.931,0.571,0.9665,0.5088,0.9489,0.0335,0.9589,0.5677,0.5146,0.534,0.4467,0.4854,0.4829,0.4167,0.0562,0.4857,0.0848,0.9438,0.07,0.5705,0.7135,0.5339,0.6457,0.2865,0.6827,0.6288,0.47,0.5449,0.3801,0.53,0.4321,0.5545,0.8616,0.5069,0.8478,0.1384,0.8554,0.6098,0.5,0.5833,0.3333,0.5,0.4184,0.5625,0.1543,0.5081,0.1382,0.8457,0.1468,0.5611,0.5307,0.5227,0.4852,0.4693,0.5097,0.4615,0.5217,0.4194,0.6829,0.4783,0.5977,0.5747,0.968,0.5024,0.9631,0.032,0.9659,0.7125,0.8028,0.5906,0.6216,0.1972,0.7407,0.5833,0.8033,0.4947,0.814,0.1967,0.8077
0.5405,0.9574,0.4883,0.9808,0.0426,0.968,0.593,0.4834,0.5036,0.4762,0.5166,0.4804,0.6013,0.9246,0.4894,0.9457,0.0754,0.9329,0.5549,0.9465,0.4802,0.9861,0.0535,0.9637,0.625,0.493,0.5004,0.4922,0.507,0.4927,0.6522,0.0867,0.5114,0.064,0.9133,0.0772,0.5955,0.716,0.4877,0.7406,0.284,0.7258,0.5688,0.3806,0.4846,0.4113,0.6194,0.3933,0.5664,0.8791,0.5036,0.8719,0.1209,0.876,0.6,0.5455,0.4697,0.6061,0.4545,0.5682,0.6333,0.2,0.5083,0.1833,0.8,0.1935,0.5891,0.4821,0.4965,0.4892,0.5179,0.485,0.5606,0.5781,0.4438,0.6905,0.4219,0.6226,0.5759,0.9829,0.5014,0.9801,0.0171,0.9817,0.6,0.8226,0.5644,0.6939,0.1774,0.7658,0.4943,0.7818,0.4678,0.8462,0.2182,0.8131
0.538,0.934,0.494,0.9461,0.066,0.9396,0.5705,0.509,0.5368,0.4354,0.491,0.4745,0.5836,0.9412,0.4848,0.9716,0.0588,0.9536,0.5839,0.9577,0.5148,0.9281,0.0423,0.9451,0.5389,0.4787,0.472,0.5347,0.5213,0.503,0.5909,0.0788,0.5098,0.0592,0.9212,0.0694,0.5962,0.7002,0.5306,0.6391,0.2998,0.6742,0.5533,0.4351,0.503,0.429,0.5649,0.4324,0.5436,0.8979,0.5086,0.8807,0.1021,0.89,0.641,0.3846,0.5173,0.35,0.6154,0.3714,0.5577,0.1871,0.5169,0.1533,0.8129,0.1705,0.5447,0.5147,0.4996,0.5154,0.4853,0.515,0.5185,0.5385,0.4866,0.5652,0.4615,0.551,0.5727,0.965,0.5001,0.9648,0.035,0.9649,0.5897,0.7797,0.5177,0.7442,0.2203,0.7647,0.5217,0.72,0.4763,0.7674,0.28,0.7419
0.5633,0.9389,0.4878,0.9632,0.0611,0.9494,0.6166,0.6134,0.56,0.4933,0.3866,0.561,0.5753,0.9317,0.483,0.9658,0.0683,0.9459,0.6215,0.9572,0.5282,0.9008,0.0428,0.9351,0.5562,0.4724,0.4721,0.5282,0.5276,0.4956,0.4286,0.0466,0.4825,0.0816,0.9534,0.0618,0.5853,0.6691,0.5047,0.6598,0.3309,0.6652,0.6028,0.4553,0.5204,0.4145,0.5447,0.4382,0.5732,0.8499,0.4974,0.8551,0.1501,0.8521,0.5385,0.3559,0.5082,0.3396,0.6441,0.3482,0.6591,0.1526,0.5203,0.1119,0.8474,0.1358,0.5946,0.5535,0.5136,0.5263,0.4465,0.5421,0.6071,0.5231,0.4865,0.55,0.4769,0.5333,0.5871,0.9833,0.5035,0.9764,0.0167,0.9804,0.5,0.84,0.4825,0.875,0.16,0.8571,0.5714,0.8276,0.4952,0.8372,0.1724,0.8317
0.5654,0.9719,0.5041,0.9638,0.0281,0.9684,0.5561,0.5396,0.5295,0.4807,0.4604,0.5117,0.5879,0.984,0.5279,0.9281,0.016,0.9601,0.5801,0.9628,0.5033,0.9562,0.0372,0.96,0.5987,0.4815,0.5061,0.4692,0.5185,0.4765,0.65,0.0674,0.5083,0.0507,0.9326,0.0604,0.5851,0.6605,0.5244,0.6117,0.3395,0.6393,0.5567,0.429,0.5026,0.4237,0.571,0.4266,0.5833,0.8772,0.4964,0.8845,0.1228,0.8802,0.6471,0.4714,0.5357,0.4,0.5286,0.4435,0.4872,0.1173,0.4811,0.155,0.8827,0.134,0.552,0.5203,0.5121,0.496,0.4797,0.5091,0.6053,0.7302,0.539,0.6522,0.2698,0.6972,0.5801,0.9741,0.5094,0.9553,0.0259,0.9661,0.5862,0.6939,0.5226,0.6486,0.3061,0.6744,0.619,0.7123,0.4659,0.7805,0.2877,0.7368
0.6405,0.9608,0.5103,0.9402,0.0392,0.9533,0.5977,0.4815,0.5105,0.4605,0.5185,0.4728,0.6065,0.9535,0.5117,0.9301,0.0465,0.9441,0.5993,0.9634,0.5193,0.9248,0.0366,0.9475,0.5906,0.4386,0.4912,0.4561,0.5614,0.4456,0.6,0.0635,0.5059,0.0516,0.9365,0.0581,0.5811,0.6719,0.5152,0.6414,0.3281,0.6588,0.6321,0.4437,0.5288,0.386,0.5563,0.4205,0.6219,0.875,0.5191,0.8368,0.125,0.8602,0.6053,0.451,0.5511,0.3488,0.549,0.4043,0.5714,0.1297,0.5041,0.1216,0.8703,0.1261,0.5786,0.4969,0.4874,0.5221,0.5031,0.5072,0.614,0.6034,0.5517,0.5,0.3966,0.5588,0.6222,0.9825,0.5124,0.9577,0.0175,0.973,0.6557,0.7692,0.5346,0.7,0.2308,0.7439,0.5946,0.7586,0.4947,0.7692,0.2414,0.7629
0.6077,0.945,0.4975,0.95,0.055,0.9469,0.5222,0.4947,0.4607,0.5733,0.5053,0.5294,0.5909,0.9681,0.5031,0.9618,0.0319,0.9655,0.6,0.9482,0.4975,0.9531,0.0518,0.9502,0.564,0.5243,0.5053,0.5137,0.4757,0.5196,0.5714,0.0773,0.4903,0.0968,0.9227,0.0846,0.5717,0.6459,0.479,0.6879,0.3541,0.6633,0.586,0.4489,0.501,0.447,0.5511,0.4481,0.5926,0.8627,0.4881,0.8864,0.1373,0.8722,0.6957,0.5,0.5441,0.4118,0.5,0.4694,0.5128,0.1124,0.4763,0.1597,0.8876,0.1313,0.5566,0.5212,0.474,0.5732,0.4788,0.5431,0.5556,0.6122,0.4633,0.6857,0.3878,0.6429,0.5905,0.9798,0.5012,0.9774,0.0202,0.9788,0.6154,0.8,0.5795,0.641,0.2,0.7303,0.5949,0.7344,0.4951,0.7442,0.2656,0.7383
0.5439,0.9841,0.5046,0.975,0.0159,0.9799,0.5682,0.495,0.5085,0.478,0.505,0.4875,0.598,0.9385,0.4811,0.9762,0.0615,0.9533,0.5298,0.9497,0.503,0.9437,0.0503,0.9468,0.5629,0.4772,0.4833,0.5105,0.5228,0.4912,0.6818,0.0758,0.511,0.0538,0.9242,0.0671,0.5738,0.6481,0.4845,0.6791,0.3519,0.661,0.5865,0.4073,0.5065,0.3943,0.5927,0.4018,0.5421,0.8654,0.4902,0.885,0.1346,0.8743,0.5294,0.3396,0.4345,0.4706,0.6604,0.3908,0.5273,0.1559,0.4883,0.1793,0.8441,0.1662,0.5694,0.5125,0.5022,0.5082,0.4875,0.5106,0.6167,0.5873,0.4742,0.6389,0.4127,0.6061,0.5645,0.9777,0.5001,0.9775,0.0223,0.9776,0.5479,0.7407,0.4866,0.7674,0.2593,0.7526,0.5222,0.7705,0.4278,0.9149,0.2295,0.8333
0.5833,0.9891,0.5201,0.9489,0.0109,0.972,0.5916,0.5795,0.5262,0.527,0.4205,0.5569,0.55,0.935,0.4953,0.9444,0.065,0.9392,0.5446,0.9316,0.4945,0.9427,0.0684,0.9366,0.5638,0.5316,0.495,0.5417,0.4684,0.536,0.5714,0.0788,0.4983,0.0822,0.9212,0.0802,0.5693,0.6935,0.5078,0.6779,0.3065,0.6867,0.553,0.4575,0.4992,0.4592,0.5425,0.4583,0.5662,0.8553,0.4798,0.8957,0.1447,0.8723,0.4545,0.4,0.4209,0.5581,0.6,0.4731,0.5,0.105,0.4846,0.1357,0.895,0.1184,0.5884,0.5728,0.5222,0.5284,0.4272,0.5537,0.4603,0.6304,0.4535,0.7234,0.3696,0.6774,0.5622,0.9765,0.5047,0.9672,0.0235,0.9724,0.6023,0.8413,0.4831,0.875,0.1587,0.8544,0.6282,0.7903,0.4924,0.8056,0.2097,0.7959
0.6449,0.9718,0.5069,0.958,0.0282,0.9669,0.5597,0.4518,0.4862,0.4795,0.5482,0.4636,0.6165,0.9543,0.5194,0.9155,0.0457,0.9391,0.5528,0.9691,0.5071,0.9549,0.0309,0.9627,0.5875,0.5562,0.5566,0.443,0.4438,0.5031,0.5,0.0625,0.4858,0.0909,0.9375,0.0741,0.6319,0.6867,0.5337,0.6194,0.3133,0.6603,0.588,0.4278,0.5242,0.3793,0.5722,0.4064,0.5727,0.8472,0.4783,0.8905,0.1528,0.8652,0.6304,0.4833,0.5237,0.4359,0.5167,0.4646,0.6047,0.1333,0.4997,0.1339,0.8667,0.1335,0.5709,0.524,0.5234,0.4772,0.476,0.5028,0.5862,0.6182,0.5234,0.5714,0.3818,0.5979,0.6049,0.965,0.5041,0.9568,0.035,0.9617,0.5811,0.7963,0.5291,0.7381,0.2037,0.7708,0.6056,0.7818,0.5409,0.7,0.2182,0.7474
0.5574,0.9538,0.4917,0.9704,0.0462,0.961,0.612,0.4786,0.4821,0.5145,0.5214,0.4919,0.5417,0.9494,0.5043,0.9408,0.0506,0.9455,0.6136,0.9679,0.5205,0.9268,0.0321,0.9516,0.5026,0.4847,0.4391,0.6065,0.5153,0.5385,0.5909,0.0684,0.5018,0.0647,0.9316,0.0669,0.5598,0.6596,0.4752,0.7091,0.3404,0.6805,0.5538,0.3668,0.479,0.4088,0.6332,0.3844,0.5771,0.8635,0.4966,0.8703,0.1365,0.8664,0.4615,0.3103,0.3927,0.525,0.6897,0.398,0.6,0.163,0.508,0.1471,0.837,0.1562,0.5655,0.5093,0.4747,0.56,0.4907,0.5302,0.5714,0.5,0.5357,0.4286,0.5,0.4667,0.5821,0.9613,0.4935,0.9743,0.0387,0.9667,0.4935,0.7451,0.4577,0.8298,0.2549,0.7857,0.527,0.6964,0.4214,0.8537,0.3036,0.7629
0.5548,0.9345,0.49,0.9545,0.0655,0.9433,0.6084,0.4833,0.5144,0.4545,0.5167,0.4716,0.6041,0.9364,0.5027,0.931,0.0636,0.9342,0.5949,0.9543,0.496,0.9624,0.0457,0.9576,0.5355,0.4716,0.4567,0.5581,0.5284,0.5082,0.8,0.0597,0.5196,0.0204,0.9403,0.0431,0.5973,0.6941,0.5137,0.6667,0.3059,0.6828,0.5371,0.3878,0.4755,0.4367,0.6122,0.409,0.6007,0.8288,0.4955,0.8377,0.1712,0.8323,0.587,0.4426,0.5102,0.4222,0.5574,0.434,0.6842,0.1294,0.5236,0.0822,0.8706,0.1095,0.5591,0.5,0.4826,0.5348,0.5,0.5148,0.66,0.6471,0.52,0.6071,0.3529,0.6329,0.576,0.9794,0.5021,0.9752,0.0206,0.9776,0.6393,0.75,0.4821,0.7857,0.25,0.7625,0.6441,0.6667,0.4713,0.7241,0.3333,0.686
0.5444,0.9453,0.4879,0.9695,0.0547,0.9562,0.6231,0.5849,0.5505,0.4839,0.4151,0.5422,0.6076,0.9766,0.5322,0.9122,0.0234,0.9503,0.5726,0.9324,0.5105,0.9115,0.0676,0.9234,0.5621,0.5429,0.518,0.5068,0.4571,0.5265,0.3636,0.0447,0.4741,0.0966,0.9553,0.0679,0.6009,0.6942,0.5126,0.6691,0.3058,0.684,0.6014,0.4624,0.5346,0.3931,0.5376,0.432,0.5459,0.8799,0.5118,0.8562,0.1201,0.869,0.5417,0.5,0.5208,0.4583,0.5,0.48,0.5472,0.1667,0.5044,0.1579,0.8333,0.1626,0.582,0.5746,0.5324,0.5098,0.4254,0.5456,0.6034,0.614,0.4784,0.6571,0.386,0.6304,0.5876,0.9761,0.4932,0.9897,0.0239,0.9817,0.519,0.7885,0.472,0.8444,0.2115,0.8144,0.5443,0.7167,0.467,0.7826,0.2833,0.7453
