American Indian Precision,American Indian Recall,American Indian AUC,American Indian FPR,American Indian FNR,American Indian Selection Rate,Asian Precision,Asian Recall,Asian AUC,Asian FPR,Asian FNR,Asian Selection Rate,Black Precision,Black Recall,Black AUC,Black FPR,Black FNR,Black Selection Rate,Other Race Precision,Other Race Recall,Other Race AUC,Other Race FPR,Other Race FNR,Other Race Selection Rate,Pacific Islander Precision,Pacific Islander Recall,Pacific Islander AUC,Pacific Islander FPR,Pacific Islander FNR,Pacific Islander Selection Rate,White Precision,White Recall,White AUC,White FPR,White FNR,White Selection Rate,Female Precision,Female Recall,Female AUC,Female FPR,Female FNR,Female Selection Rate,Male Precision,Male Recall,Male AUC,Male FPR,Male FNR,Male Selection Rate,Other Sex Precision,Other Sex Recall,Other Sex AUC,Other Sex FPR,Other Sex FNR,Other Sex Selection Rate,Income 0 Precision,Income 0 Recall,Income 0 AUC,Income 0 FPR,Income 0 FNR,Income 0 Selection Rate,Income 25000 Precision,Income 25000 Recall,Income 25000 AUC,Income 25000 FPR,Income 25000 FNR,Income 25000 Selection Rate,Income 50000 Precision,Income 50000 Recall,Income 50000 AUC,Income 50000 FPR,Income 50000 FNR,Income 50000 Selection Rate,Income 75000 Precision,Income 75000 Recall,Income 75000 AUC,Income 75000 FPR,Income 75000 FNR,Income 75000 Selection Rate,Income 100000 Precision,Income 100000 Recall,Income 100000 AUC,Income 100000 FPR,Income 100000 FNR,Income 100000 Selection Rate,Income 150000 Precision,Income 150000 Recall,Income 150000 AUC,Income 150000 FPR,Income 150000 FNR,Income 150000 Selection Rate,Income 200000 Precision,Income 200000 Recall,Income 200000 AUC,Income 200000 FPR,Income 200000 FNR,Income 200000 Selection Rate
0.9163,0.7718,0.8179,0.136,0.2282,0.5546,0.7941,0.6818,0.7315,0.2188,0.3182,0.4749,0.8562,0.6753,0.7618,0.1517,0.3247,0.4513,0.8924,0.7306,0.7973,0.136,0.2694,0.4969,0.8194,0.7239,0.7588,0.2063,0.2761,0.4983,0.8101,0.7967,0.7835,0.2297,0.2033,0.5424,0.8293,0.7214,0.766,0.1894,0.2786,0.4876,0.8131,0.7874,0.7808,0.2258,0.2126,0.5375,0.9077,0.6948,0.7851,0.1245,0.3052,0.4884,0.8182,0.766,0.7804,0.2051,0.234,0.5116,0.7917,0.7917,0.7885,0.2147,0.2083,0.5076,0.8386,0.71,0.7651,0.1798,0.29,0.4811,0.8462,0.7213,0.7581,0.2051,0.2787,0.52,0.8865,0.7134,0.7802,0.153,0.2866,0.504,0.8462,0.7333,0.7691,0.1951,0.2667,0.5149,0.8621,0.7812,0.7854,0.2105,0.2188,0.5686
0.9424,0.6753,0.8013,0.0727,0.3247,0.4572,0.8167,0.6934,0.7321,0.2292,0.3066,0.5056,0.8759,0.7299,0.7992,0.1314,0.2701,0.4662,0.8876,0.7488,0.8025,0.1439,0.2512,0.5086,0.8141,0.7175,0.7608,0.1959,0.2825,0.48,0.8197,0.8197,0.8133,0.193,0.1803,0.5169,0.8541,0.6904,0.7566,0.1771,0.3096,0.4853,0.8204,0.8012,0.8068,0.1875,0.1988,0.5045,0.8962,0.709,0.7905,0.1279,0.291,0.4818,0.8837,0.7037,0.8047,0.0943,0.2963,0.4019,0.8333,0.814,0.8246,0.1647,0.186,0.4912,0.8476,0.717,0.7636,0.1898,0.283,0.5037,0.9512,0.661,0.8011,0.0588,0.339,0.4409,0.8659,0.7038,0.7737,0.1565,0.2962,0.4791,0.8085,0.717,0.7335,0.25,0.283,0.5281,0.8571,0.8219,0.8023,0.2174,0.1781,0.5882
0.9024,0.7081,0.7716,0.1649,0.2919,0.5359,0.8424,0.7354,0.7646,0.2063,0.2646,0.5238,0.8974,0.7292,0.8062,0.1168,0.2708,0.4742,0.8441,0.6947,0.7473,0.2,0.3053,0.5013,0.8193,0.7771,0.7822,0.2128,0.2229,0.5253,0.8342,0.8299,0.8203,0.1893,0.1701,0.5317,0.8401,0.7053,0.7653,0.1747,0.2947,0.4747,0.8006,0.7825,0.7719,0.2388,0.2175,0.5381,0.9205,0.745,0.8105,0.1239,0.255,0.5328,0.86,0.7167,0.7554,0.2059,0.2833,0.5319,0.8466,0.8418,0.8355,0.1709,0.1582,0.5254,0.8598,0.7565,0.7869,0.1827,0.2435,0.5252,0.902,0.8214,0.8564,0.1087,0.1786,0.5,0.8438,0.6769,0.7398,0.1972,0.3231,0.4906,0.8966,0.7879,0.8082,0.1714,0.2121,0.5743,0.8475,0.7937,0.7968,0.2,0.2063,0.5463
0.8982,0.6881,0.7829,0.1223,0.3119,0.4678,0.875,0.7292,0.7921,0.1449,0.2708,0.4848,0.8957,0.7264,0.805,0.1164,0.2736,0.4697,0.8704,0.7085,0.7759,0.1567,0.2915,0.4865,0.82,0.7321,0.7675,0.1971,0.2679,0.4918,0.7943,0.8424,0.8108,0.2209,0.1576,0.5335,0.8294,0.6927,0.7672,0.1584,0.3073,0.4397,0.8258,0.7746,0.7897,0.1953,0.2254,0.5107,0.9159,0.7349,0.8065,0.1218,0.2651,0.5165,0.7442,0.7619,0.7752,0.2115,0.2381,0.4574,0.8137,0.8137,0.8088,0.1961,0.1863,0.5127,0.8609,0.7459,0.7877,0.1705,0.2541,0.5076,0.8226,0.8226,0.799,0.2245,0.1774,0.5586,0.8824,0.6818,0.7742,0.1333,0.3182,0.4595,0.9649,0.7333,0.841,0.0513,0.2667,0.5,0.8542,0.7321,0.7916,0.1489,0.2679,0.466
0.905,0.72,0.7936,0.1328,0.28,0.5071,0.8389,0.7366,0.7676,0.2014,0.2634,0.5158,0.8896,0.6776,0.7736,0.1304,0.3224,0.4631,0.8613,0.6901,0.7757,0.1387,0.3099,0.4448,0.8491,0.75,0.7868,0.1765,0.25,0.5032,0.8176,0.8081,0.8007,0.2067,0.1919,0.528,0.8576,0.6931,0.765,0.163,0.3069,0.4738,0.8263,0.7909,0.8015,0.1879,0.2091,0.5078,0.9016,0.7047,0.7841,0.1366,0.2953,0.5,0.8113,0.7414,0.7643,0.2128,0.2586,0.5048,0.825,0.7952,0.799,0.1972,0.2048,0.5195,0.847,0.719,0.7648,0.1894,0.281,0.5036,0.7727,0.6939,0.7592,0.1754,0.3061,0.4151,0.9032,0.6968,0.7927,0.1115,0.3032,0.4621,0.8491,0.8333,0.7738,0.2857,0.1667,0.6463,0.8929,0.7463,0.7898,0.1667,0.2537,0.5437
0.8994,0.7259,0.7963,0.1333,0.2741,0.5016,0.8547,0.7206,0.7747,0.1712,0.2794,0.4914,0.8758,0.7382,0.7885,0.1613,0.2618,0.5111,0.8862,0.7668,0.813,0.1407,0.2332,0.5091,0.8837,0.7379,0.792,0.1538,0.2621,0.5119,0.7622,0.8011,0.777,0.2472,0.1989,0.5226,0.8302,0.6966,0.7512,0.1942,0.3034,0.484,0.8319,0.8296,0.8168,0.1961,0.1704,0.5377,0.912,0.7233,0.8014,0.1205,0.2767,0.5022,0.8596,0.8596,0.7965,0.2667,0.1404,0.6552,0.7844,0.8137,0.7984,0.2169,0.1863,0.5107,0.8803,0.7246,0.785,0.1545,0.2754,0.5027,0.8889,0.8,0.8444,0.1111,0.2,0.4737,0.8699,0.7213,0.7765,0.1684,0.2787,0.5055,0.9348,0.7818,0.8468,0.0882,0.2182,0.5169,0.7917,0.7037,0.7575,0.1887,0.2963,0.4486
0.9186,0.7453,0.8128,0.1197,0.2547,0.5228,0.884,0.7583,0.7924,0.1736,0.2417,0.5452,0.8592,0.6524,0.7493,0.1538,0.3476,0.4479,0.8509,0.7026,0.7763,0.15,0.2974,0.4535,0.8375,0.7403,0.7874,0.1656,0.2597,0.4734,0.8036,0.8232,0.8116,0.2,0.1768,0.5106,0.8374,0.728,0.7791,0.1699,0.272,0.4745,0.8328,0.7644,0.7944,0.1755,0.2356,0.4898,0.9102,0.7171,0.7923,0.1324,0.2829,0.5135,0.8085,0.8085,0.8085,0.1915,0.1915,0.5,0.8365,0.787,0.8085,0.1699,0.213,0.4938,0.8828,0.7901,0.8117,0.1667,0.2099,0.5492,0.7959,0.6842,0.7357,0.2128,0.3158,0.4712,0.8674,0.6795,0.7648,0.1498,0.3205,0.4627,0.8571,0.6818,0.7888,0.1042,0.3182,0.3804,0.8596,0.7424,0.7803,0.1818,0.2576,0.5182
0.9101,0.7297,0.7971,0.1356,0.2703,0.5235,0.8263,0.738,0.7661,0.2057,0.262,0.5091,0.9079,0.6732,0.7815,0.1102,0.3268,0.4578,0.9059,0.7097,0.7923,0.125,0.2903,0.4928,0.8553,0.7196,0.7758,0.1679,0.2804,0.4877,0.8022,0.8538,0.813,0.2278,0.1462,0.5532,0.8509,0.6919,0.7584,0.1752,0.3081,0.4806,0.8466,0.7885,0.8079,0.1728,0.2115,0.5098,0.902,0.7262,0.7905,0.1453,0.2738,0.5218,0.9149,0.6935,0.8033,0.087,0.3065,0.4352,0.7683,0.8344,0.793,0.2484,0.1656,0.5395,0.845,0.7466,0.7811,0.1843,0.2534,0.5069,0.8889,0.75,0.7981,0.1538,0.25,0.5243,0.8984,0.6956,0.7764,0.1429,0.3044,0.4993,0.9556,0.7167,0.8361,0.0444,0.2833,0.4286,0.9107,0.7727,0.8169,0.1389,0.2273,0.549
0.9162,0.7354,0.8087,0.1181,0.2646,0.5114,0.8679,0.7077,0.7671,0.1736,0.2923,0.5032,0.8662,0.6685,0.7588,0.1508,0.3315,0.4581,0.8688,0.6814,0.7667,0.1479,0.3186,0.4624,0.8889,0.7314,0.806,0.1194,0.2686,0.466,0.8162,0.7989,0.805,0.1889,0.2011,0.5014,0.8413,0.6675,0.7523,0.1629,0.3325,0.4474,0.8459,0.8017,0.8058,0.19,0.1983,0.5358,0.9258,0.7,0.8029,0.0943,0.3,0.474,0.8718,0.7083,0.7866,0.1351,0.2917,0.4588,0.8121,0.7836,0.7967,0.1902,0.2164,0.494,0.888,0.7327,0.803,0.1267,0.2673,0.4771,0.8636,0.7703,0.7969,0.1765,0.2297,0.528,0.883,0.6921,0.7716,0.1489,0.3079,0.4851,0.925,0.6066,0.7604,0.0857,0.3934,0.4167,0.84,0.7636,0.7843,0.1951,0.2364,0.5208
0.9255,0.7525,0.834,0.0845,0.2475,0.4735,0.8511,0.625,0.7323,0.1603,0.375,0.4365,0.8652,0.663,0.7646,0.1338,0.337,0.4325,0.9048,0.6856,0.7885,0.1085,0.3144,0.4551,0.8531,0.6971,0.7719,0.1533,0.3029,0.4583,0.8421,0.8381,0.8197,0.1988,0.1619,0.5559,0.8603,0.6792,0.7637,0.1517,0.3208,0.4572,0.8344,0.7607,0.7965,0.1677,0.2393,0.4798,0.9251,0.7047,0.8046,0.0954,0.2953,0.4767,0.8636,0.8085,0.8273,0.1538,0.1915,0.5116,0.8412,0.773,0.8032,0.1667,0.227,0.4899,0.8648,0.6851,0.764,0.1571,0.3149,0.471,0.8983,0.7571,0.8197,0.1176,0.2429,0.4876,0.8949,0.6771,0.783,0.1111,0.3229,0.441,0.875,0.7313,0.7957,0.14,0.2687,0.4786,0.8545,0.7705,0.78,0.2105,0.2295,0.5556
0.9231,0.729,0.8032,0.1226,0.271,0.5281,0.8333,0.7346,0.7666,0.2013,0.2654,0.5096,0.9051,0.7044,0.7941,0.1163,0.2956,0.4759,0.8581,0.7175,0.7906,0.1364,0.2825,0.4471,0.8581,0.7688,0.7978,0.1732,0.2312,0.5167,0.7809,0.7989,0.7899,0.2191,0.2011,0.5057,0.8541,0.7337,0.7829,0.1678,0.2663,0.4918,0.8125,0.78,0.7897,0.2006,0.22,0.506,0.9088,0.7136,0.7963,0.121,0.2864,0.4933,0.8214,0.7667,0.7583,0.25,0.2333,0.56,0.777,0.7823,0.7979,0.1864,0.2177,0.4568,0.8467,0.7674,0.7824,0.2026,0.2326,0.5376,0.9057,0.8,0.8375,0.125,0.2,0.53,0.8955,0.706,0.7897,0.1267,0.294,0.4777,0.8718,0.68,0.7775,0.125,0.32,0.4333,0.8864,0.7091,0.7764,0.1562,0.2909,0.5057
0.92,0.7965,0.8381,0.1203,0.2035,0.5495,0.869,0.7039,0.7728,0.1583,0.2961,0.4849,0.9051,0.7079,0.794,0.12,0.2921,0.4832,0.8727,0.7347,0.7896,0.1556,0.2653,0.4985,0.8036,0.7181,0.7483,0.2215,0.2819,0.4985,0.8368,0.8325,0.8136,0.2053,0.1675,0.5556,0.8627,0.7154,0.7853,0.1448,0.2846,0.4643,0.8095,0.7619,0.7771,0.2078,0.2381,0.5053,0.9245,0.7701,0.8176,0.1349,0.2299,0.568,0.8571,0.8276,0.8354,0.1569,0.1724,0.5138,0.8313,0.7977,0.8091,0.1795,0.2023,0.5046,0.875,0.7174,0.7749,0.1675,0.2826,0.5087,0.8039,0.7885,0.7855,0.2174,0.2115,0.5204,0.8989,0.7295,0.7975,0.1345,0.2705,0.5041,0.7925,0.7636,0.7623,0.2391,0.2364,0.5248,0.8857,0.8158,0.8127,0.1905,0.1842,0.5932
0.9351,0.7393,0.8201,0.0992,0.2607,0.5211,0.8208,0.7358,0.7595,0.2168,0.2642,0.5149,0.8235,0.6829,0.7519,0.1791,0.3171,0.4564,0.8876,0.6912,0.7644,0.1624,0.3088,0.506,0.8599,0.7418,0.7869,0.1679,0.2582,0.5016,0.8042,0.8352,0.8159,0.2033,0.1648,0.5192,0.8486,0.7193,0.7754,0.1684,0.2807,0.481,0.8161,0.7696,0.7774,0.2148,0.2304,0.5217,0.9041,0.7249,0.7951,0.1347,0.2751,0.5104,0.8696,0.7143,0.7821,0.15,0.2857,0.4792,0.8045,0.8182,0.8079,0.2023,0.1818,0.5129,0.8623,0.7628,0.7883,0.1863,0.2372,0.5349,0.8889,0.7407,0.8241,0.0926,0.2593,0.4167,0.8616,0.6823,0.7533,0.1756,0.3177,0.4876,0.9057,0.8136,0.8443,0.125,0.1864,0.5354,0.875,0.7206,0.7682,0.1842,0.2794,0.5283
0.9247,0.7414,0.8082,0.125,0.2586,0.5407,0.8837,0.7238,0.791,0.1418,0.2762,0.49,0.9007,0.701,0.7798,0.1415,0.299,0.5033,0.8596,0.7136,0.7692,0.1752,0.2864,0.4985,0.8467,0.7384,0.7888,0.1608,0.2616,0.4762,0.8033,0.7946,0.7862,0.2222,0.2054,0.5274,0.8621,0.7015,0.7711,0.1594,0.2985,0.4775,0.8371,0.7793,0.7933,0.1926,0.2207,0.5208,0.9099,0.7262,0.7954,0.1354,0.2738,0.5212,0.8235,0.8235,0.816,0.1915,0.1765,0.5204,0.784,0.7791,0.7841,0.2108,0.2209,0.4924,0.8846,0.7302,0.7975,0.1351,0.2698,0.4842,0.8448,0.7538,0.7553,0.2432,0.2462,0.5686,0.8995,0.7173,0.7878,0.1418,0.2827,0.5094,0.8444,0.6129,0.7119,0.1892,0.3871,0.4545,0.9322,0.7971,0.8152,0.1667,0.2029,0.6344
0.9096,0.7385,0.8042,0.1301,0.2615,0.5191,0.7844,0.7158,0.732,0.2517,0.2842,0.5123,0.8592,0.6595,0.7534,0.1527,0.3405,0.4494,0.8733,0.7005,0.7704,0.1597,0.2995,0.4902,0.8268,0.7629,0.7731,0.2168,0.2371,0.5312,0.8238,0.799,0.8024,0.1943,0.201,0.516,0.8646,0.7109,0.7752,0.1604,0.2891,0.4853,0.8046,0.7756,0.7749,0.2259,0.2244,0.5257,0.869,0.7102,0.7697,0.1708,0.2898,0.5024,0.8958,0.7679,0.8104,0.1471,0.2321,0.5333,0.8303,0.774,0.7995,0.175,0.226,0.4896,0.8272,0.7545,0.7647,0.2251,0.2455,0.5365,0.8372,0.7347,0.786,0.1628,0.2653,0.4674,0.8534,0.7021,0.7637,0.1747,0.2979,0.4867,0.8679,0.7077,0.7478,0.2121,0.2923,0.5408,0.88,0.6667,0.7602,0.1463,0.3333,0.4673
0.8827,0.7349,0.7814,0.1721,0.2651,0.5312,0.8284,0.7254,0.762,0.2014,0.2746,0.5015,0.8121,0.6836,0.7439,0.1958,0.3164,0.4656,0.8562,0.7062,0.7698,0.1667,0.2938,0.4819,0.8125,0.7548,0.7874,0.18,0.2452,0.4721,0.8212,0.8033,0.8156,0.172,0.1967,0.4851,0.8265,0.7081,0.7639,0.1803,0.2919,0.4696,0.7923,0.783,0.7909,0.2011,0.217,0.4891,0.8926,0.7167,0.7823,0.1522,0.2833,0.5126,0.8049,0.7333,0.7897,0.1538,0.2667,0.4227,0.814,0.8333,0.8236,0.186,0.1667,0.5059,0.8453,0.7568,0.7889,0.179,0.2432,0.5048,0.8667,0.661,0.7555,0.15,0.339,0.4545,0.8455,0.6856,0.7524,0.1809,0.3144,0.4791,0.8,0.7143,0.7256,0.2632,0.2857,0.5319,0.8431,0.7963,0.8148,0.1667,0.2037,0.5
0.9195,0.7373,0.8164,0.1045,0.2627,0.4957,0.828,0.6633,0.7236,0.216,0.3367,0.4891,0.898,0.6875,0.7861,0.1154,0.3125,0.4565,0.9026,0.7128,0.7974,0.1181,0.2872,0.4783,0.8636,0.7189,0.7823,0.1544,0.2811,0.4798,0.8246,0.7581,0.7943,0.1695,0.2419,0.4711,0.8552,0.6703,0.7654,0.1395,0.3297,0.4322,0.8576,0.7727,0.8024,0.1678,0.2273,0.5106,0.903,0.6979,0.7828,0.1322,0.3021,0.4933,0.8305,0.8033,0.7826,0.2381,0.1967,0.5728,0.8282,0.767,0.7987,0.1697,0.233,0.478,0.8452,0.6871,0.752,0.1831,0.3129,0.4818,0.925,0.7551,0.8456,0.0638,0.2449,0.4167,0.9191,0.6928,0.7957,0.1014,0.3072,0.4707,0.8723,0.6613,0.7517,0.1579,0.3387,0.47,0.84,0.7778,0.8056,0.1667,0.2222,0.4902
0.9394,0.7381,0.8263,0.0855,0.2619,0.5046,0.7702,0.6703,0.7237,0.2229,0.3297,0.4587,0.8643,0.7076,0.7874,0.1329,0.2924,0.4459,0.8987,0.6827,0.7816,0.1194,0.3173,0.462,0.8205,0.7619,0.7817,0.1986,0.2381,0.5049,0.7458,0.7857,0.7738,0.2381,0.2143,0.4958,0.8421,0.7014,0.772,0.1574,0.2986,0.4537,0.7562,0.7586,0.7629,0.2328,0.2414,0.4893,0.9129,0.7136,0.7988,0.116,0.2864,0.4926,0.8125,0.7647,0.7958,0.1731,0.2353,0.466,0.753,0.7911,0.7778,0.2356,0.2089,0.5,0.8171,0.7167,0.7621,0.1926,0.2833,0.4786,0.8936,0.8571,0.8742,0.1087,0.1429,0.4947,0.8946,0.6735,0.7762,0.1211,0.3265,0.4548,0.8571,0.7606,0.7845,0.1915,0.2394,0.5339,0.7955,0.7447,0.7539,0.2368,0.2553,0.5176
0.9191,0.7162,0.8043,0.1077,0.2838,0.4915,0.8364,0.7113,0.7619,0.1875,0.2887,0.4882,0.8808,0.7472,0.814,0.1192,0.2528,0.459,0.8659,0.6794,0.7557,0.1679,0.3206,0.4824,0.8415,0.8118,0.8081,0.1955,0.1882,0.5413,0.8663,0.8054,0.8275,0.1503,0.1946,0.5089,0.8576,0.6989,0.7734,0.1522,0.3011,0.4624,0.8289,0.7893,0.8017,0.1859,0.2107,0.5075,0.9155,0.7386,0.8103,0.1181,0.2614,0.5115,0.8085,0.7755,0.7855,0.2045,0.2245,0.5054,0.8519,0.7977,0.8199,0.1579,0.2023,0.4985,0.8481,0.7533,0.7855,0.1822,0.2467,0.5104,0.8909,0.8448,0.8455,0.1538,0.1552,0.567,0.8911,0.7011,0.7862,0.1287,0.2989,0.4723,0.88,0.7333,0.7856,0.1622,0.2667,0.5155,0.8936,0.7119,0.7964,0.119,0.2881,0.4653
0.9143,0.7512,0.8151,0.121,0.2488,0.5193,0.8362,0.6916,0.7368,0.218,0.3084,0.5101,0.9006,0.7178,0.8022,0.1135,0.2822,0.4694,0.8851,0.7751,0.8246,0.1259,0.2249,0.4868,0.7784,0.7471,0.7526,0.2418,0.2529,0.5107,0.7988,0.7939,0.8037,0.1864,0.2061,0.4795,0.8078,0.6951,0.7472,0.2006,0.3049,0.4717,0.8282,0.7965,0.8003,0.1958,0.2035,0.5216,0.9189,0.7445,0.8199,0.1047,0.2555,0.4978,0.8298,0.75,0.7798,0.1905,0.25,0.5,0.8025,0.7738,0.797,0.1798,0.2262,0.4682,0.8195,0.7291,0.7607,0.2078,0.2709,0.5019,0.871,0.8308,0.8224,0.186,0.1692,0.5741,0.8837,0.7234,0.7912,0.1409,0.2766,0.4885,0.9167,0.8,0.8512,0.0976,0.2,0.5,0.8913,0.7193,0.7763,0.1667,0.2807,0.5287
0.9249,0.7619,0.831,0.1,0.2381,0.5088,0.8632,0.7321,0.7691,0.194,0.2679,0.5307,0.8981,0.7085,0.7887,0.1311,0.2915,0.4891,0.8512,0.6976,0.7643,0.1689,0.3024,0.4759,0.8613,0.7066,0.7761,0.1545,0.2934,0.4724,0.8471,0.7956,0.815,0.1656,0.2044,0.503,0.8338,0.6826,0.7428,0.1971,0.3174,0.4844,0.8788,0.7859,0.8269,0.132,0.2141,0.4911,0.9088,0.7357,0.8025,0.1308,0.2643,0.5175,0.8696,0.7843,0.824,0.1364,0.2157,0.4842,0.8782,0.8107,0.8384,0.1338,0.1893,0.5016,0.854,0.7476,0.7728,0.202,0.2524,0.5362,0.8571,0.7,0.7646,0.1707,0.3,0.4851,0.8843,0.6963,0.7798,0.1368,0.3037,0.4727,0.9375,0.6716,0.8025,0.0667,0.3284,0.4286,0.8644,0.7846,0.7842,0.2162,0.2154,0.5784
0.9333,0.6937,0.8039,0.0859,0.3063,0.4714,0.8636,0.7074,0.7837,0.14,0.2926,0.4556,0.8757,0.6981,0.7657,0.1667,0.3019,0.5,0.8854,0.7514,0.8054,0.1406,0.2486,0.5016,0.8634,0.7473,0.7978,0.1517,0.2527,0.4864,0.8306,0.8085,0.7951,0.2183,0.1915,0.5545,0.8428,0.6904,0.7655,0.1593,0.3096,0.453,0.8436,0.7948,0.8095,0.1759,0.2052,0.5126,0.9286,0.7191,0.804,0.1111,0.2809,0.517,0.8611,0.775,0.8307,0.1136,0.225,0.4286,0.8636,0.7677,0.7943,0.1791,0.2323,0.5301,0.8927,0.7304,0.8035,0.1233,0.2696,0.478,0.9016,0.7746,0.8123,0.15,0.2254,0.5495,0.8719,0.7095,0.7743,0.161,0.2905,0.4939,0.8462,0.6875,0.7825,0.1224,0.3125,0.4021,0.8367,0.7593,0.7584,0.2424,0.2407,0.5632
0.9108,0.6976,0.7909,0.1157,0.3024,0.4816,0.8333,0.7692,0.7897,0.1899,0.2308,0.5099,0.9062,0.6971,0.789,0.119,0.3029,0.479,0.8418,0.6891,0.7533,0.1825,0.3109,0.4788,0.8,0.7273,0.7592,0.209,0.2727,0.4861,0.7835,0.8216,0.7967,0.2283,0.1784,0.5257,0.8265,0.695,0.7543,0.1864,0.305,0.4717,0.8123,0.7825,0.7877,0.2071,0.2175,0.5143,0.8943,0.7237,0.7935,0.1367,0.2763,0.4977,0.7907,0.7727,0.7885,0.1957,0.2273,0.4778,0.7661,0.7751,0.7746,0.226,0.2249,0.4942,0.8714,0.7722,0.8012,0.1698,0.2278,0.5303,0.875,0.75,0.8,0.15,0.25,0.5,0.8644,0.677,0.756,0.1649,0.323,0.4764,0.8298,0.7358,0.779,0.1778,0.2642,0.4796,0.8478,0.78,0.8186,0.1429,0.22,0.4646
0.9029,0.7745,0.8181,0.1382,0.2255,0.5352,0.8701,0.7053,0.7774,0.1504,0.2947,0.4768,0.8662,0.6939,0.7745,0.1448,0.3061,0.4604,0.8725,0.6736,0.7664,0.1407,0.3264,0.4543,0.8954,0.7486,0.818,0.1127,0.2514,0.4708,0.8,0.8049,0.8165,0.1719,0.1951,0.4635,0.8439,0.7048,0.7756,0.1536,0.2952,0.4518,0.8378,0.7837,0.805,0.1736,0.2163,0.4993,0.9248,0.7111,0.8076,0.0958,0.2889,0.4796,0.9245,0.7778,0.8348,0.1081,0.2222,0.53,0.7875,0.7875,0.8052,0.1771,0.2125,0.4545,0.8852,0.7322,0.8004,0.1315,0.2678,0.4803,0.8235,0.7119,0.7375,0.2368,0.2881,0.5258,0.8797,0.709,0.7868,0.1355,0.291,0.4697,0.875,0.7368,0.7873,0.1622,0.2632,0.5106,0.9375,0.7143,0.8223,0.0698,0.2857,0.4528
0.9438,0.7056,0.8147,0.0763,0.2944,0.4819,0.8765,0.7245,0.7768,0.1709,0.2755,0.5176,0.8707,0.6882,0.7799,0.1284,0.3118,0.4401,0.8421,0.6825,0.7448,0.1929,0.3175,0.4872,0.805,0.7151,0.7444,0.2263,0.2849,0.5032,0.7676,0.7802,0.7651,0.25,0.2198,0.5226,0.8113,0.702,0.751,0.2,0.298,0.4763,0.806,0.7377,0.7619,0.2138,0.2623,0.5,0.9222,0.7064,0.7976,0.1111,0.2936,0.4986,0.7818,0.7288,0.7022,0.3243,0.2712,0.5729,0.8081,0.7943,0.8018,0.1908,0.2057,0.4943,0.8452,0.7124,0.7597,0.1931,0.2876,0.503,0.8654,0.7258,0.7657,0.1944,0.2742,0.5306,0.8961,0.6905,0.7806,0.1294,0.3095,0.4759,0.8036,0.7258,0.7571,0.2115,0.2742,0.4912,0.7561,0.6327,0.7076,0.2174,0.3673,0.4316
0.9312,0.6898,0.8032,0.0833,0.3102,0.4598,0.8645,0.7657,0.7939,0.178,0.2343,0.529,0.8802,0.6901,0.7797,0.1307,0.3099,0.4563,0.8876,0.7596,0.8084,0.1429,0.2404,0.5115,0.9096,0.8075,0.8433,0.121,0.1925,0.5338,0.7818,0.8113,0.8028,0.2057,0.1887,0.494,0.8626,0.72,0.7853,0.1493,0.28,0.4721,0.8433,0.8006,0.8181,0.1645,0.1994,0.4984,0.9164,0.736,0.808,0.12,0.264,0.5151,0.8571,0.8077,0.8185,0.1707,0.1923,0.5269,0.8113,0.7866,0.8024,0.1818,0.2134,0.4833,0.8897,0.7806,0.8192,0.1422,0.2194,0.5221,0.9455,0.7879,0.8485,0.0909,0.2121,0.5556,0.8815,0.7111,0.789,0.1331,0.2889,0.4696,0.9184,0.7377,0.8064,0.125,0.2623,0.5269,0.8636,0.6909,0.7644,0.1622,0.3091,0.4783
0.9617,0.7333,0.8387,0.056,0.2667,0.5014,0.7816,0.7312,0.7363,0.2585,0.2688,0.5225,0.8802,0.7241,0.7885,0.1471,0.2759,0.4926,0.8553,0.7182,0.7745,0.1692,0.2818,0.4887,0.8642,0.7692,0.8013,0.1667,0.2308,0.5159,0.8129,0.7765,0.7876,0.2013,0.2235,0.5059,0.8503,0.7101,0.7797,0.1506,0.2899,0.4564,0.8343,0.8093,0.7974,0.2145,0.1907,0.5545,0.8968,0.7103,0.7828,0.1446,0.2897,0.506,0.8571,0.766,0.7973,0.1714,0.234,0.5122,0.8171,0.8024,0.808,0.1863,0.1976,0.5,0.8604,0.755,0.7885,0.1779,0.245,0.5196,0.9138,0.7361,0.8056,0.125,0.2639,0.5179,0.8733,0.7029,0.7721,0.1586,0.2971,0.4899,0.8,0.7164,0.7406,0.2353,0.2836,0.5085,0.9123,0.8,0.8432,0.1136,0.2,0.5229
